Date,Open,High,Low,Close,Adj Close,Volume
2022-04-01,174.029999,174.880005,171.940002,173.309998,171.413010,78751300
2022-04-04,174.570007,178.490005,174.440002,178.440002,176.483582,76468400
2022-04-05,177.500000,178.300003,174.419998,175.059998,173.141022,73401800
2022-04-06,172.360001,173.630005,170.130005,171.830002,169.948410,89058800
2022-04-07,171.160004,173.360001,169.850006,172.139999,170.254990,77594700
2022-04-08,171.779999,171.779999,169.199997,170.089996,168.229370,76575500
2022-04-11,168.710007,169.029999,165.500000,165.750000,163.934998,72246700
2022-04-12,168.020004,169.869995,166.639999,167.660004,165.823929,79265200
2022-04-13,167.389999,171.039993,166.770004,170.399994,168.535828,70618900
2022-04-14,170.619995,171.270004,165.039993,165.289993,163.481964,75329400
2022-04-18,163.919998,166.600006,163.570007,165.070007,163.264221,69023900
2022-04-19,165.020004,167.820007,163.910004,167.399994,165.568466,67723800
2022-04-20,168.759995,168.880005,166.100006,167.229996,165.400452,67929800
2022-04-21,168.910004,171.529999,165.910004,166.419998,164.599564,87227800
2022-04-22,166.460007,167.869995,161.500000,161.789993,159.999985,84882400
2022-04-25,161.119995,163.169998,158.460007,162.880005,161.078979,96046400
2022-04-26,162.250000,162.339996,156.720001,156.800003,155.065979,95623200
2022-04-27,155.910004,159.789993,155.380005,156.570007,154.838242,88063200
2022-04-28,159.250000,164.520004,158.929993,163.639999,161.833008,130216800
2022-04-29,161.839996,166.199997,157.250000,157.649994,155.903931,131747600
2022-05-02,156.710007,158.229996,153.270004,157.960007,156.210480,123055300
2022-05-03,158.149994,160.710007,156.320007,159.479996,157.712738,88966500
2022-05-04,159.669998,166.479996,159.259995,166.020004,164.178986,108256500
2022-05-05,163.850006,164.080002,154.949997,156.770004,155.035187,130525300
2022-05-06,156.009995,159.440002,154.179993,157.279999,155.539719,116124600
2022-05-09,154.929993,155.830002,151.490005,152.059998,150.377808,131577900
2022-05-10,155.520004,156.740005,152.929993,154.509995,152.799988,115366700
2022-05-11,153.500000,155.449997,145.809998,146.500000,144.876007,142689800
2022-05-12,142.770004,146.199997,138.800003,142.559998,140.979996,182602000
2022-05-13,144.589996,148.100006,143.110001,147.110001,145.474991,113787000
2022-05-16,145.550003,147.520004,144.179993,145.539993,143.920013,86643800
2022-05-17,148.860001,149.770004,146.679993,149.240005,147.579987,78336300
2022-05-18,146.850006,147.360001,139.899994,140.820007,139.250000,109742900
2022-05-19,139.880005,141.660004,136.600006,137.350006,135.820007,136095600
2022-05-20,139.089996,140.699997,132.610001,137.589996,136.057999,137426100
2022-05-23,137.789993,143.259995,137.649994,143.110001,141.520004,117726300
2022-05-24,140.809998,141.970001,137.330002,140.360001,138.800003,104132700
2022-05-25,138.429993,141.789993,138.339996,140.520004,138.958008,92482700
2022-05-26,137.389999,144.339996,137.139999,143.779999,142.179993,90601500
2022-05-27,145.389999,149.679993,145.259995,149.639999,147.970001,90978500
2022-05-31,149.070007,150.660004,146.839996,148.839996,147.179993,103718400
2022-06-01,149.899994,151.740005,147.679993,148.710007,147.050003,74286600
2022-06-02,147.830002,151.270004,146.860001,151.210007,149.520004,72348100
2022-06-03,146.899994,147.970001,144.460007,145.380005,143.750000,88570300
2022-06-06,147.029999,148.570007,144.899994,146.139999,144.500000,71598400
2022-06-07,144.350006,149.000000,144.100006,148.710007,147.050003,67808200
2022-06-08,148.580002,149.869995,147.460007,147.960007,146.309998,53950200
2022-06-09,147.080002,149.210007,145.550003,146.089996,144.449997,69473000
2022-06-10,142.130005,144.250000,141.369995,142.649994,141.050003,90865900
2022-06-13,139.649994,143.490005,139.369995,141.660004,140.070007,91918000
2022-06-14,142.130005,144.119995,141.080002,142.160004,140.570007,82099200
2022-06-15,142.770004,147.699997,142.210007,145.110001,143.490005,98977900
2022-06-16,142.130005,144.059998,140.789993,142.770004,141.169998,69463600
2022-06-17,141.669998,144.949997,141.610001,142.820007,141.220001,82294200
2022-06-21,143.910004,146.970001,142.539993,145.009995,143.389999,74300500
2022-06-22,142.130005,146.240005,142.119995,145.529999,143.910004,88139500
2022-06-23,144.220001,147.369995,143.630005,146.089996,144.449997,72433800
2022-06-24,147.550003,150.199997,146.910004,150.199997,148.520004,70364400
2022-06-27,149.889999,150.899994,147.199997,148.710007,147.050003,74317800
2022-06-28,149.899994,151.740005,142.960007,144.089996,142.449997,75069100
2022-06-29,144.080002,146.949997,143.009995,146.149994,144.509995,71551200
2022-06-30,145.770004,148.570007,141.279999,146.589996,144.949997,108844900
2022-07-01,146.210007,147.539993,144.050003,145.860001,144.229996,74064200
2022-07-05,143.380005,148.979996,143.080002,148.710007,147.050003,73311400
2022-07-06,144.350006,146.639999,143.779999,145.490005,143.869995,77588800
2022-07-07,145.669998,149.669998,145.550003,149.589996,147.919998,67808200
2022-07-08,147.550003,150.800003,147.199997,150.020004,148.350006,59922300
2022-07-11,150.160004,153.089996,149.899994,151.000000,149.320007,57961200
2022-07-12,151.119995,153.889999,150.009995,151.190002,149.509995,77588700
2022-07-13,149.899994,152.550003,149.250000,150.190002,148.520004,84457100
2022-07-14,148.949997,151.240005,147.679993,149.699997,148.039993,73343800
2022-07-15,150.740005,153.880005,150.369995,152.369995,150.679993,90485200
2022-07-18,152.820007,155.330002,152.160004,154.729996,152.970001,70555800
2022-07-19,155.470001,157.330002,154.160004,155.960007,154.190002,82982400
2022-07-20,156.389999,157.369995,153.830002,154.009995,152.259995,66675400
2022-07-21,154.500000,155.570007,151.940002,155.350006,153.589996,65086600
2022-07-22,155.389999,156.279999,153.410004,154.089996,152.339996,66675400
2022-07-25,154.009995,155.039993,152.279999,152.949997,151.210007,53623900
2022-07-26,152.259995,153.089996,150.800003,151.600006,149.880005,55138700
2022-07-27,152.580002,157.330002,152.160004,156.789993,155.020004,78620700
2022-07-28,156.979996,157.639999,154.410004,157.350006,155.570007,81378700
2022-07-29,161.240005,163.630005,159.500000,162.509995,160.669998,101786900
2022-08-01,161.009995,163.589996,160.889999,161.509995,159.679993,67829400
2022-08-02,160.100006,162.410004,159.630005,160.009995,158.199997,59927200
2022-08-03,160.839996,166.589996,160.750000,166.130005,164.259995,82507500
2022-08-04,166.009995,167.190002,164.429993,165.809998,163.940002,55474100
2022-08-05,163.210007,165.850006,163.000000,165.350006,163.479996,56697000
2022-08-08,166.369995,169.339996,164.869995,164.869995,163.000000,60276900
2022-08-09,164.020004,165.820007,163.250000,164.919998,163.050003,63135500
2022-08-10,167.679993,169.339996,166.899994,169.240005,167.330002,70170500
2022-08-11,170.059998,170.990005,166.190002,168.490005,166.589996,57149200
2022-08-12,169.820007,172.169998,169.399994,172.100006,170.160004,67946400
2022-08-15,171.520004,173.389999,171.350006,173.190002,171.240005,54091700
2022-08-16,172.779999,173.710007,171.660004,173.029999,171.080002,56377100
2022-08-17,172.770004,176.149994,172.570007,174.550003,172.580002,79542000
2022-08-18,173.750000,174.899994,173.119995,174.149994,172.190002,62290100
2022-08-19,173.029999,173.740005,171.309998,171.520004,169.580002,70346300
2022-08-22,169.690002,169.860001,167.139999,167.570007,165.669998,69026800
2022-08-23,167.080002,168.710007,166.649994,167.229996,165.330002,54147100
2022-08-24,167.320007,168.110001,166.250000,167.529999,165.630005,53841500
2022-08-25,168.779999,170.139999,168.350006,170.029999,168.110001,51218200
2022-08-26,170.570007,171.050003,163.559998,163.619995,161.770004,78961000
2022-08-29,161.149994,162.899994,159.820007,161.380005,159.550003,72730000
2022-08-30,162.130005,162.559998,157.720001,158.910004,157.110001,77906200
2022-08-31,160.309998,160.580002,157.139999,157.220001,155.440002,87991100
2022-09-01,156.639999,158.419998,154.669998,157.960007,156.169998,74229900
2022-09-02,159.750000,160.360001,154.970001,155.809998,154.050003,76957800
2022-09-06,156.470001,157.089996,153.690002,154.529999,152.789993,73714800
2022-09-07,154.820007,156.669998,153.610001,155.960007,154.199997,87449600
2022-09-08,154.639999,156.360001,152.679993,154.460007,152.720001,84923800
2022-09-09,155.470001,157.820007,154.750000,157.369995,155.589996,68028800
2022-09-12,159.589996,164.259995,159.300003,163.429993,161.580002,104956000
2022-09-13,159.899994,160.539993,153.369995,153.839996,152.110001,122656600
2022-09-14,154.789993,157.100006,153.610001,155.309998,153.559998,87965400
2022-09-15,154.649994,155.240005,151.380005,152.369995,150.649994,90481100
2022-09-16,151.210007,151.350006,148.369995,150.699997,148.990005,162278800
2022-09-19,149.309998,154.559998,149.100006,154.479996,152.740005,81474200
2022-09-20,153.399994,158.080002,153.080002,156.899994,155.130005,107689800
2022-09-21,157.339996,158.740005,153.600006,153.720001,151.990005,101696800
2022-09-22,152.380005,154.470001,150.910004,152.740005,151.020004,86652500
2022-09-23,151.190002,151.470001,148.559998,150.429993,148.740005,96029900
2022-09-26,149.660004,153.770004,149.639999,150.770004,149.070007,93339400
2022-09-27,152.740005,154.720001,149.949997,151.759995,150.050003,84442700
2022-09-28,147.639999,150.639999,144.839996,149.839996,148.149994,146691400
2022-09-29,146.100006,146.720001,140.679993,142.479996,140.869995,128138200
2022-09-30,141.279999,143.100006,138.000000,138.199997,136.639999,124925300
2022-10-03,138.210007,143.070007,137.690002,142.449997,140.839996,114311700
2022-10-04,145.029999,146.220001,144.259995,146.100006,144.449997,87830100
2022-10-05,144.070007,147.380005,143.009995,146.399994,144.740005,79471000
2022-10-06,145.809998,147.539993,145.220001,145.429993,143.779999,68402200
2022-10-07,142.539993,143.100006,139.449997,140.089996,138.490005,85925600
2022-10-10,140.419998,141.889999,138.570007,140.419998,138.820007,74899000
2022-10-11,139.899994,141.350006,138.220001,138.979996,137.399994,77033700
2022-10-12,139.130005,140.360001,138.160004,138.339996,136.770004,70433700
2022-10-13,134.990005,143.589996,134.369995,142.990005,141.369995,113224000
2022-10-14,144.309998,144.520004,138.190002,138.380005,136.809998,88598000
2022-10-17,141.070007,142.899994,140.270004,142.410004,140.800003,75115700
2022-10-18,145.490005,146.699997,140.610001,143.750000,142.130005,99136600
2022-10-19,141.690002,144.949997,141.500000,143.860001,142.240005,61758300
2022-10-20,143.020004,145.889999,142.649994,143.389999,141.770004,64522000
2022-10-21,142.869995,147.850006,142.649994,147.270004,145.610001,86548600
2022-10-24,147.190002,150.229996,146.000000,149.449997,147.770004,75981900
2022-10-25,150.089996,152.490005,149.360001,152.339996,150.630005,74732300
2022-10-26,150.960007,151.990005,148.039993,149.350006,147.669998,88194300
2022-10-27,148.070007,149.050003,144.130005,144.800003,143.130005,109180200
2022-10-28,148.199997,157.500000,147.820007,155.740005,153.970001,164762400
2022-10-31,153.160004,154.240005,151.919998,153.339996,151.600006,97943200
2022-11-01,155.080002,155.449997,149.130005,150.649994,148.940002,80379300
2022-11-02,148.949997,152.169998,145.000000,145.029999,143.399994,93604600
2022-11-03,142.059998,142.800003,138.750000,138.880005,137.309998,97918500
2022-11-04,142.089996,142.669998,134.380005,138.380005,136.809998,140814800
2022-11-07,137.110001,139.149994,135.669998,138.919998,137.350006,83374600
2022-11-08,140.410004,141.429993,137.490005,139.500000,137.919998,89908500
2022-11-09,138.500000,138.550003,134.589996,134.869995,133.320007,74917800
2022-11-10,141.240005,146.869995,139.500000,146.869995,145.220001,118854000
2022-11-11,145.820007,150.009995,144.369995,149.699997,148.029999,93979700
2022-11-14,148.970001,150.279999,147.429993,148.279999,146.630005,73374100
2022-11-15,152.220001,153.589996,148.559998,150.039993,148.369995,89868300
2022-11-16,149.130005,149.869995,147.289993,148.789993,147.130005,64218300
2022-11-17,146.429993,151.479996,146.149994,150.720001,149.009995,80389400
2022-11-18,152.309998,152.699997,149.970001,151.289993,149.570007,74829600
2022-11-21,150.160004,150.369995,147.720001,148.009995,146.330002,58724100
2022-11-22,148.130005,150.419998,146.929993,150.179993,148.509995,51804100
2022-11-23,149.449997,151.830002,149.320007,151.070007,149.350006,58301400
2022-11-25,148.309998,148.880005,147.119995,148.110001,146.440002,35195900
2022-11-28,145.139999,146.639999,143.380005,144.220001,142.580002,69246000
2022-11-29,144.289993,144.809998,140.350006,141.169998,139.580002,83763800
2022-11-30,141.399994,148.720001,140.550003,148.029999,146.350006,111380900
2022-12-01,148.210007,149.130005,146.610001,148.309998,146.660004,71250400
2022-12-02,145.960007,148.000000,145.649994,147.809998,146.160004,65447400
2022-12-05,147.770004,150.919998,145.770004,146.630005,144.990005,68826400
2022-12-06,147.070007,147.300003,141.919998,142.910004,141.300003,64727200
2022-12-07,142.190002,143.369995,140.000000,140.940002,139.360001,69721100
2022-12-08,142.360001,143.520004,141.100006,142.649994,141.050003,62128300
2022-12-09,142.339996,145.570007,140.899994,142.160004,140.570007,76097000
2022-12-12,142.699997,144.500000,141.059998,144.490005,142.850006,70462700
2022-12-13,149.500000,149.970001,144.240005,145.470001,143.820007,93886200
2022-12-14,145.350006,146.660004,141.160004,143.210007,141.600006,82291200
2022-12-15,141.110001,141.800003,136.990005,136.500000,134.949997,98931900
2022-12-16,136.690002,137.649994,133.729996,134.509995,132.970001,160156900
2022-12-19,135.110001,135.199997,131.320007,132.369995,130.850006,79592600
2022-12-20,131.389999,133.250000,129.889999,132.300003,130.779999,77432800
2022-12-21,132.979996,136.809998,132.750000,135.449997,133.899994,85928000
2022-12-22,134.350006,134.559998,130.300003,132.229996,130.710007,77852100
2022-12-23,130.919998,132.419998,129.639999,131.860001,130.339996,63814900
2022-12-27,131.380005,131.410004,128.720001,130.029999,128.529999,69007800
2022-12-28,129.669998,131.029999,125.870003,126.040001,124.580002,85438400
2022-12-29,127.989998,130.479996,127.730003,129.610001,128.100006,75703700
2022-12-30,128.410004,129.949997,127.430000,129.929993,128.419998,77034200
